N_PARCELLE;Date_debut;Date_fin;Type_intervention;Detail_intervention;Crop;N;P;K;MG;S;Herbi;Fongi;Mollus;Insect
P30;2014-04-23;2014-04-24;Traitement;Fongicide;-;0;0;0;0;0;0;6.044;0;0
P30;2014-02-24;2014-02-25;Fertilisation;N;_;0;0;0;0;0;0;0;0;0
P30;2014-02-24;2014-02-25;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P30;2014-02-24;2014-02-25;Fertilisation;N;_;58;0;0;0;0;0;0;0;0
P30;2014-02-24;2014-02-25;Fertilisation;MG;_;0;0;0;28;56;0;0;0;0
P30;2015-04-30;2015-10-14;Culture;Culture principale;Soja;0;0;0;0;0;0;0;0;0
P30;2015-10-14;2015-10-14;Recolte;Culture principale;Soja;0;0;0;0;0;0;0;0;0
P30;2015-05-07;2015-05-07;Traitement;Herbicide;-;0;0;0;0;0;3.32677536231884;0;0;0
P30;2015-04-12;2015-04-12;Traitement;Herbicide;-;0;0;0;0;0;2.3115;0;0;0
P30;2015-05-29;2015-05-29;Traitement;Herbicide;-;0;0;0;0;0;0.9488;0;0;0
P30;2015-10-13;2016-07-19;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P30;2016-07-19;2016-07-19;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P30;2016-03-17;2016-03-17;Traitement;Herbicide;-;0;0;0;0;0;1.37390909090909;0;0;0
P30;2015-10-14;2015-10-14;Traitement;Herbicide;-;0;0;0;0;0;5.49233333333333;0;0;0
P30;2015-11-19;2015-11-19;Traitement;Herbicide;-;0;0;0;0;0;0.729333333333333;0;0;0
P30;2016-04-21;2016-04-21;Traitement;Fongicide;-;0;0;0;0;0;0;3.28322807017544;0;0
P30;2016-06-06;2016-06-06;Traitement;Fongicide;-;0;0;0;0;0;0;4.478;0;0
P30;2016-05-10;2016-05-10;Traitement;Fongicide;-;0;0;0;0;0;0;2.2258;0;0
P30;2015-10-13;2015-10-13;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.555714285714286;0
P30;2016-04-29;2016-04-29;Fertilisation;N;_;48;0;0;0;0;0;0;0;0
P30;2016-04-29;2016-04-29;Fertilisation;N;_;44;0;0;0;0;0;0;0;0
P30;2016-04-29;2016-04-29;Fertilisation;N;_;62;0;0;0;0;0;0;0;0
P30;2016-04-29;2016-04-29;Fertilisation;N;_;27;0;0;0;0;0;0;0;0
P30;2016-04-29;2016-04-29;Fertilisation;MG;_;0;0;0;27;52;0;0;0;0
P30;2016-09-27;2017-07-17;Culture;Culture principale;Moutarde_hiver;0;0;0;0;0;0;0;0;0
P30;2017-07-17;2017-07-17;Recolte;Culture principale;Moutarde_hiver;0;0;0;0;0;0;0;0;0
P30;2016-09-25;2016-09-26;Travail-sol;Broyage;_;0;0;0;0;0;0;0;0;0
P30;2016-10-22;2016-10-22;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;0.641333333333333
P30;2016-09-21;2016-09-21;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.773857142857143;0
P30;2017-02-24;2017-02-24;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.816285714285714;0
P30;2016-09-20;2016-09-20;Traitement;Herbicide;-;0;0;0;0;0;1.71554761904762;0;0;0
P30;2017-03-12;2017-03-12;Traitement;Herbicide;-;0;0;0;0;0;1.2935;0;0;0
P30;2016-10-03;2016-10-03;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.685333333333333;0
P30;2016-10-06;2016-10-06;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.685333333333333;0
P30;2016-10-19;2016-10-19;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.655;0
P30;2017-02-24;2017-02-24;Fertilisation;N;_;47;0;0;0;0;0;0;0;0
P30;2017-02-24;2017-02-24;Fertilisation;N;_;27;0;0;0;0;0;0;0;0
P30;2017-02-24;2017-02-24;Fertilisation;N;_;40;0;0;0;0;0;0;0;0
P30;2017-02-24;2017-02-24;Fertilisation;N;_;0;0;0;0;0;0;0;0;0
P30;2017-02-24;2017-02-24;Fertilisation;N;_;114;0;0;0;0;0;0;0;0
P30;2017-09-25;2018-06-20;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P30;2018-06-20;2018-06-20;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P30;2017-08-09;2017-08-11;Travail-sol;Broyage;_;0;0;0;0;0;0;0;0;0
P30;2018-03-23;2018-03-23;Traitement;Herbicide;-;0;0;0;0;0;2.27533333333333;0;0;0
P30;2017-10-17;2017-10-17;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1.115
P30;2018-04-22;2018-04-22;Traitement;Fongicide;-;0;0;0;0;0;0;2.7978;0;0
P30;2017-07-29;2017-07-29;Traitement;Herbicide;-;0;0;0;0;0;0.702539682539682;0;0;0
P30;2017-10-10;2017-10-10;Traitement;Herbicide;-;0;0;0;0;0;0.991555555555556;0;0;0
P30;2018-04-10;2018-04-10;Traitement;Fongicide;-;0;0;0;0;0;0;0.274666666666667;0;0
P30;2018-02-28;2018-02-28;Fertilisation;N;_;2;0;0;0;0;0;0;0;0
P30;2018-02-28;2018-02-28;Fertilisation;N;_;14;0;0;0;1;0;0;0;0
P30;2018-02-28;2018-02-28;Fertilisation;N;_;46;0;0;0;0;0;0;0;0
P30;2018-02-28;2018-02-28;Fertilisation;N;_;95;0;0;0;0;0;0;0;0
P30;2018-02-28;2018-02-28;Fertilisation;P;_;0;31;31;0;0;0;0;0;0
P30;2018-08-27;2019-07-16;Culture;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P30;2019-07-16;2019-07-16;Recolte;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P30;2018-08-17;2018-08-17;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.706285714285714;0
P30;2018-08-09;2018-08-09;Traitement;Herbicide;-;0;0;0;0;0;0.757785714285714;0;0;0
P30;2019-02-26;2019-02-26;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1.39733333333333
P30;2019-04-18;2019-04-18;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1.45566666666667
P30;2018-10-05;2018-10-05;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;2.69
P30;2019-03-30;2019-03-30;Traitement;Herbicide;-;0;0;0;0;0;1.6;0;0;0
P30;2019-05-01;2019-05-01;Traitement;Fongicide;-;0;0;0;0;0;0;4.4415;0;0
P30;2019-01-22;2019-01-22;Traitement;Herbicide;-;0;0;0;0;0;0.9888;0;0;0
P30;2018-10-16;2018-10-16;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1.98
P30;2018-07-23;2018-07-23;Traitement;Herbicide;-;0;0;0;0;0;1.29111111111111;0;0;0
P30;2019-03-01;2019-03-01;Fertilisation;N;_;88;69;0;0;0;0;0;0;0
P30;2019-03-01;2019-03-01;Fertilisation;N;_;54;0;0;0;1;0;0;0;0
P30;2019-03-01;2019-03-01;Fertilisation;N;_;27;0;0;0;0;0;0;0;0
P30;2019-03-01;2019-03-01;Fertilisation;K;_;0;0;69;0;0;0;0;0;0
P31;2009-10-10;2010-07-27;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P31;2010-07-27;2010-07-27;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P31;2009-07-15;2009-07-30;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2009-08-15;2009-08-15;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P31;2009-08-16;2009-08-17;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P31;2009-09-10;2009-09-10;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P31;2010-04-27;2010-04-27;Traitement;Fongicide;-;0;0;0;0;0;0;1.40666666666667;0;0
P31;2010-05-31;2010-05-31;Traitement;Fongicide;-;0;0;0;0;0;0;0.8;0;0
P31;2010-03-24;2010-03-24;Traitement;Herbicide;-;0;0;0;0;0;1.41818181818182;0;0;0
P31;2010-05-23;2010-05-23;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;2.4
P31;2009-11-02;2009-11-02;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;0.933333333333333
P31;2010-04-29;2010-04-29;Fertilisation;N;_;54;0;0;0;0;0;0;0;0
P31;2010-04-29;2010-04-29;Fertilisation;N;_;78;62;0;0;0;0;0;0;0
P31;2010-04-29;2010-04-29;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P31;2010-04-29;2010-04-29;Fertilisation;K;_;0;0;62;0;0;0;0;0;0
P31;2010-04-29;2010-04-29;Fertilisation;MG;_;0;0;0;21;40;0;0;0;0
P31;2010-10-07;2011-06-21;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P31;2011-06-21;2011-06-21;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P31;2010-07-25;2010-07-30;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2010-08-01;2010-08-10;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P31;2010-08-05;2010-08-15;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P31;2010-08-20;2010-08-30;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P31;2010-09-20;2010-09-24;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P31;2011-03-16;2011-03-16;Traitement;Herbicide;-;0;0;0;0;0;2.52182085648905;0;0;0
P31;2011-04-09;2011-04-09;Traitement;Fongicide;-;0;0;0;0;0;0;1.96666666666667;0;0
P31;2011-04-22;2011-04-22;Traitement;Fongicide;-;0;0;0;0;0;0;1;0;0
P31;2011-03-22;2011-03-22;Fertilisation;N;_;49;0;0;0;0;0;0;0;0
P31;2011-03-22;2011-03-22;Fertilisation;N;_;84;0;0;0;63;0;0;0;0
P31;2011-03-22;2011-03-22;Fertilisation;P;_;0;60;60;0;0;0;0;0;0
P31;2011-08-29;2012-07-09;Culture;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P31;2012-07-09;2012-07-09;Recolte;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P31;2011-06-25;2011-06-30;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2011-07-01;2011-07-10;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P31;2011-07-11;2011-07-20;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P31;2011-07-30;2011-08-05;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P31;2011-08-10;2011-08-15;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P31;2012-04-13;2012-04-13;Traitement;Fongicide;-;0;0;0;0;0;0;1.4;0;0
P31;2012-03-24;2012-03-24;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;2
P31;2011-09-01;2011-09-01;Traitement;Herbicide;-;0;0;0;0;0;2;0;0;0
P31;2011-10-15;2011-10-15;Traitement;Fongicide;-;0;0;0;0;0;0;2;0;0
P31;2012-03-14;2012-03-14;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P31;2012-03-14;2012-03-14;Fertilisation;N;_;77;0;0;0;0;0;0;0;0
P31;2012-03-14;2012-03-14;Fertilisation;N;_;101;0;0;0;0;0;0;0;0
P31;2012-03-14;2012-03-14;Fertilisation;N;_;0;0;75;39;75;0;0;0;0
P31;2012-03-14;2012-03-14;Fertilisation;P;_;0;75;0;0;0;0;0;0;0
P31;2012-10-02;2013-07-27;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P31;2013-07-27;2013-07-27;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P31;2012-08-05;2012-08-05;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2012-08-20;2012-08-20;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2012-09-10;2012-09-10;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P31;2012-11-16;2012-11-16;Traitement;Herbicide;-;0;0;0;0;0;1.63333333333333;0;0;0
P31;2013-04-25;2013-04-25;Traitement;Fongicide;-;0;0;0;0;0;0;1.42;0;0
P31;2013-06-05;2013-06-05;Traitement;Fongicide;-;0;0;0;0;0;0;1;0;0
P31;2012-10-30;2012-10-30;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P31;2013-03-22;2013-03-22;Fertilisation;N;_;49;0;0;0;0;0;0;0;0
P31;2013-03-22;2013-03-22;Fertilisation;N;_;101;0;0;0;0;0;0;0;0
P31;2013-03-22;2013-03-22;Fertilisation;N;_;40;0;0;0;0;0;0;0;0
P31;2013-03-22;2013-03-22;Fertilisation;P;_;0;55;0;0;0;0;0;0;0
P31;2013-03-22;2013-03-22;Fertilisation;S;_;0;0;0;0;69;0;0;0;0
P31;2013-09-26;2014-06-22;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P31;2014-06-22;2014-06-22;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P31;2013-08-15;2013-08-20;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P31;2013-08-20;2013-08-20;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P31;2013-08-25;2013-08-25;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P31;2013-09-10;2013-09-10;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P31;2014-03-10;2014-03-10;Traitement;Herbicide;-;0;0;0;0;0;2.16666666666667;0;0;0
P31;2014-03-28;2014-03-28;Traitement;Fongicide;-;0;0;0;0;0;0;1.33333333333333;0;0
P31;2014-04-17;2014-04-17;Traitement;Fongicide;-;0;0;0;0;0;0;0.44;0;0
P31;2014-02-21;2014-02-21;Fertilisation;N;_;46;0;0;0;44;0;0;0;0
P31;2014-02-21;2014-02-21;Fertilisation;N;_;84;0;0;0;0;0;0;0;0
P31;2014-02-21;2014-02-21;Fertilisation;P;_;0;55;0;0;0;0;0;0;0
P31;2014-08-23;2015-07-09;Culture;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P31;2015-07-09;2015-07-09;Recolte;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P31;2014-06-25;2014-06-25;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2014-07-07;2014-07-07;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P31;2014-07-07;2014-07-07;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P31;2014-09-23;2014-09-23;Traitement;Herbicide;-;0;0;0;0;0;1;0;0;0
P31;2014-08-25;2014-08-25;Traitement;Herbicide;-;0;0;0;0;0;1.40606060606061;0;0;0
P31;2014-10-04;2014-10-04;Traitement;Fongicide;-;0;0;0;0;0;0;2;0;0
P31;2015-03-17;2015-03-17;Traitement;Herbicide;-;0;0;0;0;0;0.8;0;0;0
P31;2015-03-10;2015-03-10;Traitement;Herbicide;-;0;0;0;0;0;0.266666666666667;0;0;0
P31;2015-03-18;2015-03-18;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P31;2015-04-21;2015-04-21;Traitement;Fongicide;-;0;0;0;0;0;0;0.8;0;0
P31;2015-02-25;2015-02-25;Fertilisation;N;_;67;0;0;0;0;0;0;0;0
P31;2015-02-25;2015-02-25;Fertilisation;N;_;28;90;90;0;0;0;0;0;0
P31;2015-02-25;2015-02-25;Fertilisation;N;_;0;0;0;5;48;0;0;0;0
P31;2015-10-01;2016-07-19;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P31;2016-07-19;2016-07-19;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P31;2015-07-25;2015-07-28;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2015-08-25;2015-08-25;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2016-02-22;2016-02-22;Traitement;Herbicide;-;0;0;0;0;0;1.3;0;0;0
P31;2016-04-18;2016-04-18;Traitement;Herbicide;-;0;0;0;0;0;1.33333333333333;0;0;0
P31;2015-10-23;2015-10-23;Traitement;Herbicide;-;0;0;0;0;0;1.33333333333333;0;0;0
P31;2016-05-09;2016-05-09;Traitement;Fongicide;-;0;0;0;0;0;0;1;0;0
P31;2016-04-20;2016-04-20;Traitement;Fongicide;-;0;0;0;0;0;0;0.75;0;0
P31;2016-02-18;2016-02-18;Fertilisation;N;_;27;0;0;5;46;0;0;0;0
P31;2016-02-18;2016-02-18;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P31;2016-02-18;2016-02-18;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P31;2016-02-18;2016-02-18;Fertilisation;N;_;40;0;0;0;0;0;0;0;0
P31;2016-10-08;2017-06-22;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P31;2017-06-22;2017-06-22;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P31;2016-08-13;2016-08-13;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P31;2016-08-14;2016-08-14;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P31;2016-09-24;2016-09-24;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P31;2017-03-20;2017-03-20;Traitement;Herbicide;-;0;0;0;0;0;1.25;0;0;0
P31;2016-10-28;2016-10-28;Traitement;Herbicide;-;0;0;0;0;0;2.625;0;0;0
P31;2017-04-06;2017-04-06;Traitement;Fongicide;-;0;0;0;0;0;0;1.7;0;0
P31;2017-02-20;2017-02-20;Fertilisation;N;_;27;0;0;5;46;0;0;0;0
P31;2017-02-20;2017-02-20;Fertilisation;N;_;101;0;0;0;0;0;0;0;0
P31;2017-08-22;2018-06-28;Culture;Culture principale;Colza;0;0;0;0;0;0;0;0;0
P31;2018-06-28;2018-06-28;Recolte;Culture principale;Colza;0;0;0;0;0;0;0;0;0
P31;2017-08-25;2017-08-25;Traitement;Herbicide;-;0;0;0;0;0;1.24606060606061;0;0;0
P31;2017-10-16;2017-10-16;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1.4
P31;2017-11-15;2017-11-15;Traitement;Herbicide;-;0;0;0;0;0;0.96;0;0;0
P31;2018-04-06;2018-04-06;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P31;2018-04-26;2018-04-26;Traitement;Fongicide;-;0;0;0;0;0;0;0.8;0;0
P31;2018-03-23;2018-03-23;Fertilisation;N;_;77;0;0;22;192;0;0;0;0
P31;2018-03-23;2018-03-23;Fertilisation;N;_;112;0;0;0;0;0;0;0;0
P31;2018-03-23;2018-03-23;Fertilisation;P;_;0;97;0;0;0;0;0;0;0
P31;2018-10-04;2019-07-11;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P31;2019-07-11;2019-07-11;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P31;2018-08-15;2018-08-15;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2018-08-29;2018-08-29;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P31;2018-09-16;2018-09-16;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P31;2019-05-06;2019-05-06;Traitement;Fongicide;-;0;0;0;0;0;0;1.15;0;0
P31;2018-11-05;2018-11-05;Traitement;Herbicide;-;0;0;0;0;0;1.532;0;0;0
P31;2019-04-12;2019-04-12;Traitement;Fongicide;-;0;0;0;0;0;0;0.65;0;0
P31;2019-05-20;2019-05-20;Traitement;Fongicide;-;0;0;0;0;0;0;0.333333333333333;0;0
P31;2018-10-21;2018-10-21;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1.19047619047619
P31;2019-03-13;2019-03-13;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P31;2019-03-13;2019-03-13;Fertilisation;N;_;101;0;0;0;0;0;0;0;0
P31;2019-03-13;2019-03-13;Fertilisation;N;_;40;0;0;0;0;0;0;0;0
P31;2019-03-13;2019-03-13;Fertilisation;N;_;34;0;0;0;0;0;0;0;0
P31;2019-03-13;2019-03-13;Fertilisation;P;_;0;54;0;0;0;0;0;0;0
P31;2019-03-13;2019-03-13;Fertilisation;MG;_;0;0;0;1;58;0;0;0;0
P32;2009-10-10;2010-07-20;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P32;2010-07-20;2010-07-20;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P32;2009-07-15;2009-07-30;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P32;2009-08-15;2009-08-15;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P32;2009-08-16;2009-08-17;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P32;2009-09-10;2009-09-10;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P32;2010-04-27;2010-04-27;Traitement;Fongicide;-;0;0;0;0;0;0;1.40666666666667;0;0
P32;2010-05-31;2010-05-31;Traitement;Fongicide;-;0;0;0;0;0;0;0.8;0;0
P32;2010-03-24;2010-03-24;Traitement;Herbicide;-;0;0;0;0;0;1.41818181818182;0;0;0
P32;2010-05-23;2010-05-23;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;0.833333333333333
P32;2009-11-02;2009-11-04;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;0.933333333333333
P32;2010-04-29;2010-04-29;Fertilisation;N;_;54;0;0;0;0;0;0;0;0
P32;2010-04-29;2010-04-29;Fertilisation;N;_;78;62;0;0;0;0;0;0;0
P32;2010-04-29;2010-04-29;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P32;2010-04-29;2010-04-29;Fertilisation;K;_;0;0;62;0;0;0;0;0;0
P32;2010-10-07;2011-06-21;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P32;2011-06-21;2011-06-21;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P32;2010-07-25;2010-07-30;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P32;2010-08-01;2010-08-10;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P32;2010-08-05;2010-08-15;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P32;2010-08-20;2010-08-30;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P32;2010-09-20;2010-09-24;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P32;2011-03-16;2011-03-16;Traitement;Herbicide;-;0;0;0;0;0;2.52182085648905;0;0;0
P32;2011-04-09;2011-04-09;Traitement;Fongicide;-;0;0;0;0;0;0;1.96666666666667;0;0
P32;2011-04-22;2011-04-22;Traitement;Fongicide;-;0;0;0;0;0;0;1;0;0
P32;2011-03-22;2011-03-22;Fertilisation;N;_;49;0;0;0;0;0;0;0;0
P32;2011-03-22;2011-03-22;Fertilisation;N;_;84;0;0;0;63;0;0;0;0
P32;2011-03-22;2011-03-22;Fertilisation;P;_;0;60;60;0;0;0;0;0;0
P32;2011-08-29;2012-07-09;Culture;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P32;2012-07-09;2012-07-09;Recolte;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P32;2011-06-25;2011-06-30;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P32;2011-07-01;2011-07-10;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P32;2011-07-11;2011-07-20;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P32;2011-07-30;2011-08-05;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P32;2011-08-10;2011-08-15;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P32;2012-03-24;2012-03-24;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;2
P32;2011-09-01;2011-09-01;Traitement;Herbicide;-;0;0;0;0;0;2;0;0;0
P32;2011-10-15;2011-10-15;Traitement;Fongicide;-;0;0;0;0;0;0;2;0;0
P32;2012-03-14;2012-03-14;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P32;2012-03-14;2012-03-14;Fertilisation;N;_;77;0;0;0;0;0;0;0;0
P32;2012-03-14;2012-03-14;Fertilisation;N;_;101;0;0;0;0;0;0;0;0
P32;2012-03-14;2012-03-14;Fertilisation;N;_;0;0;75;39;75;0;0;0;0
P32;2012-03-14;2012-03-14;Fertilisation;P;_;0;75;0;0;0;0;0;0;0
P32;2012-10-01;2013-07-27;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P32;2013-07-27;2013-07-27;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P32;2012-08-05;2012-08-05;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P32;2012-08-20;2012-08-20;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P32;2012-09-10;2012-09-10;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P32;2012-10-31;2012-10-31;Traitement;Herbicide;-;0;0;0;0;0;1.63333333333333;0;0;0
P32;2013-04-25;2013-04-25;Traitement;Fongicide;-;0;0;0;0;0;0;1.42;0;0
P32;2013-06-05;2013-06-05;Traitement;Fongicide;-;0;0;0;0;0;0;1;0;0
P32;2012-10-30;2012-10-30;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P32;2013-03-22;2013-03-22;Fertilisation;N;_;49;0;0;0;0;0;0;0;0
P32;2013-03-22;2013-03-22;Fertilisation;N;_;101;0;0;0;0;0;0;0;0
P32;2013-03-22;2013-03-22;Fertilisation;N;_;40;0;0;0;0;0;0;0;0
P32;2013-03-22;2013-03-22;Fertilisation;P;_;0;55;0;0;0;0;0;0;0
P32;2013-03-22;2013-03-22;Fertilisation;S;_;0;0;0;0;69;0;0;0;0
P32;2013-09-25;2014-06-22;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P32;2014-06-22;2014-06-22;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P32;2013-08-15;2013-08-20;Travail-sol;Labour;_;0;0;0;0;0;0;0;0;0
P32;2013-08-20;2013-08-20;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P32;2013-08-25;2013-08-25;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P32;2013-09-10;2013-09-10;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P32;2014-03-10;2014-03-10;Traitement;Herbicide;-;0;0;0;0;0;2.16666666666667;0;0;0
P32;2013-10-18;2013-10-18;Traitement;Herbicide;-;0;0;0;0;0;2.43333333333333;0;0;0
P32;2014-03-28;2014-03-28;Traitement;Fongicide;-;0;0;0;0;0;0;1.33333333333333;0;0
P32;2014-04-17;2014-04-17;Traitement;Fongicide;-;0;0;0;0;0;0;0.44;0;0
P32;2014-02-21;2014-02-21;Fertilisation;N;_;46;0;0;0;44;0;0;0;0
P32;2014-02-21;2014-02-21;Fertilisation;N;_;84;0;0;0;0;0;0;0;0
P32;2014-02-21;2014-02-21;Fertilisation;P;_;0;55;0;0;0;0;0;0;0
P32;2014-08-23;2015-07-09;Culture;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
