N_PARCELLE;Date_debut;Date_fin;Type_intervention;Detail_intervention;Crop;N;P;K;MG;S;Herbi;Fongi;Mollus;Insect
P182;2012-07-26;2012-07-26;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P182;2012-08-08;2012-08-10;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P182;2012-08-09;2012-08-10;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P182;2012-08-11;2012-08-13;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P182;2012-08-20;2012-08-24;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P182;2013-04-06;2013-04-06;Traitement;Fongicide;-;0;0;0;0;0;0;2.2;0;0
P182;2012-10-20;2012-10-20;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;2.055
P182;2013-05-08;2013-05-08;Traitement;Fongicide;-;0;0;0;0;0;0;4.56342857142857;0;0
P182;2012-09-02;2012-09-02;Traitement;Herbicide;-;0;0;0;0;0;0.90425;0;0;0
P182;2012-10-02;2012-10-02;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P182;2013-02-14;2013-02-14;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P182;2013-02-14;2013-02-14;Fertilisation;N;_;95;0;0;0;95;0;0;0;0
P182;2013-02-14;2013-02-14;Fertilisation;N;_;32;0;0;0;0;0;0;0;0
P182;2013-02-14;2013-02-14;Fertilisation;P;_;0;45;0;0;0;0;0;0;0
P182;2013-02-14;2013-02-14;Fertilisation;K;_;0;0;45;23;0;0;0;0;0
P182;2013-10-10;2014-06-27;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P182;2014-06-27;2014-06-27;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P182;2013-08-10;2013-08-16;Travail-sol;Broyage;_;0;0;0;0;0;0;0;0;0
P182;2013-08-20;2013-08-23;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P182;2013-09-02;2013-09-02;Travail-sol;Decompactage;_;0;0;0;0;0;0;0;0;0
P182;2013-09-24;2013-09-29;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P182;2014-03-11;2014-03-11;Traitement;Herbicide;-;0;0;0;0;0;2.98931818181818;0;0;0
P182;2014-03-28;2014-03-28;Traitement;Fongicide;-;0;0;0;0;0;0;0.5;0;0
P182;2014-04-23;2014-04-24;Traitement;Fongicide;-;0;0;0;0;0;0;6.044;0;0
P182;2014-03-19;2014-03-19;Fertilisation;N;_;0;0;0;0;0;0;0;0;0
P182;2014-03-19;2014-03-19;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P182;2014-03-19;2014-03-19;Fertilisation;MG;_;0;0;0;28;56;0;0;0;0
P182;2014-10-28;2015-07-15;Culture;Culture principale;Pois_prot,_hiver;0;0;0;0;0;0;0;0;0
P182;2015-07-15;2015-07-15;Recolte;Culture principale;Pois_prot,_hiver;0;0;0;0;0;0;0;0;0
P182;2014-09-05;2014-09-09;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P182;2014-09-10;2014-09-27;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P182;2014-09-29;2014-09-29;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P182;2014-10-28;2014-10-28;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P182;2014-10-30;2014-10-30;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P182;2015-05-05;2015-05-05;Traitement;Fongicide;-;0;0;0;0;0;0;1.02725;0;0
P182;2014-10-30;2014-10-30;Traitement;Herbicide;-;0;0;0;0;0;0.734222222222222;0;0;0
P182;2015-09-30;2016-07-19;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P182;2016-07-19;2016-07-19;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P182;2016-03-17;2016-03-17;Traitement;Herbicide;-;0;0;0;0;0;1.37390909090909;0;0;0
P182;2015-10-03;2015-10-03;Traitement;Herbicide;-;0;0;0;0;0;1.53166666666667;0;0;0
P182;2015-11-19;2015-11-19;Traitement;Herbicide;-;0;0;0;0;0;0.83148;0;0;0
P182;2016-04-21;2016-04-21;Traitement;Fongicide;-;0;0;0;0;0;0;3.28322807017544;0;0
P182;2016-06-06;2016-06-06;Traitement;Fongicide;-;0;0;0;0;0;0;4.478;0;0
P182;2016-05-10;2016-05-10;Traitement;Fongicide;-;0;0;0;0;0;0;2.2258;0;0
P182;2015-09-21;2015-09-21;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.702;0
P182;2015-09-30;2015-10-02;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.555714285714286;0
P182;2016-04-29;2016-05-02;Fertilisation;N;_;48;0;0;0;0;0;0;0;0
P182;2016-04-29;2016-05-02;Fertilisation;N;_;13;0;0;0;0;0;0;0;0
P182;2016-04-29;2016-05-02;Fertilisation;N;_;49;0;0;0;0;0;0;0;0
P182;2016-04-29;2016-05-02;Fertilisation;N;_;62;0;0;0;0;0;0;0;0
P182;2016-04-29;2016-05-02;Fertilisation;N;_;27;0;0;0;0;0;0;0;0
P182;2016-08-13;2017-07-05;Culture;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P182;2017-07-05;2017-07-05;Recolte;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P182;2016-08-16;2016-08-16;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P182;2016-08-16;2016-08-16;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.659857142857143;0
P182;2016-08-26;2016-08-26;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.824857142857143;0
P182;2016-08-11;2016-08-11;Traitement;Herbicide;-;0;0;0;0;0;1.22683333333333;0;0;0
P182;2016-12-16;2016-12-16;Traitement;Herbicide;-;0;0;0;0;0;0.77;0;0;0
P182;2017-03-15;2017-03-15;Traitement;Herbicide;-;0;0;0;0;0;4.72486666666667;0;0;0
P182;2017-04-09;2017-04-09;Traitement;Fongicide;-;0;0;0;0;0;0;1.387;0;0
P182;2016-10-08;2016-10-08;Traitement;Herbicide;-;0;0;0;0;0;1.89066666666667;0;0;0
P182;2016-09-05;2016-09-05;Traitement;Herbicide;-;0;0;0;0;0;1.256;0;0;0
P182;2016-08-12;2016-08-12;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.481166666666667;0
P182;2016-09-24;2016-09-24;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.481166666666667;0
P182;2017-02-02;2017-02-02;Fertilisation;N;_;2;0;0;0;0;0;0;0;0
P182;2017-02-02;2017-02-02;Fertilisation;N;_;104;0;0;0;0;0;0;0;0
P182;2017-02-02;2017-02-02;Fertilisation;N;_;18;0;0;0;0;0;0;0;0
P182;2017-02-02;2017-02-02;Fertilisation;N;_;53;0;0;0;0;0;0;0;0
P182;2017-02-02;2017-02-02;Fertilisation;N;_;35;0;0;0;0;0;0;0;0
P182;2017-10-04;2018-07-06;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P182;2018-07-06;2018-07-06;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P182;2017-08-09;2017-08-11;Travail-sol;Broyage;_;0;0;0;0;0;0;0;0;0
P182;2017-10-10;2017-10-10;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.697571428571429;0
P182;2018-05-09;2018-05-09;Traitement;Fongicide;-;0;0;0;0;0;0;3.5168;0;0
P182;2017-10-17;2017-10-17;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1.115
P182;2017-10-09;2017-10-09;Traitement;Herbicide;-;0;0;0;0;0;0.5;0;0;0
P182;2018-03-24;2018-03-24;Traitement;Herbicide;-;0;0;0;0;0;2.39175757575758;0;0;0
P182;2017-11-16;2017-11-16;Traitement;Herbicide;-;0;0;0;0;0;0.22;0;0;0
P182;2017-07-26;2017-07-26;Traitement;Herbicide;-;0;0;0;0;0;0.310666666666667;0;0;0
P182;2017-10-02;2017-10-02;Traitement;Herbicide;-;0;0;0;0;0;0.350222222222222;0;0;0
P182;2018-02-28;2018-02-28;Fertilisation;N;_;2;0;0;0;1;0;0;0;0
P182;2018-02-28;2018-02-28;Fertilisation;N;_;14;0;0;0;0;0;0;0;0
P182;2018-02-28;2018-02-28;Fertilisation;N;_;81;0;0;0;0;0;0;0;0
P182;2018-02-28;2018-02-28;Fertilisation;P;_;0;29;29;0;0;0;0;0;0
P182;2018-02-28;2018-02-28;Fertilisation;MG;_;0;0;0;1;0;0;0;0;0
P182;2018-10-15;2019-06-27;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P182;2019-06-27;2019-06-27;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P182;2018-10-19;2018-10-19;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P182;2019-04-21;2019-04-21;Traitement;Fongicide;-;0;0;0;0;0;0;4.104;0;0
P182;2018-08-16;2018-08-16;Traitement;Herbicide;-;0;0;0;0;0;1.48368253968254;0;0;0
P182;2018-11-16;2018-11-16;Traitement;Herbicide;-;0;0;0;0;0;1.73416666666667;0;0;0
P182;2018-10-05;2018-10-05;Traitement;Herbicide;-;0;0;0;0;0;0.563111111111111;0;0;0
P182;2019-03-03;2019-03-03;Fertilisation;N;_;44;45;0;0;0;0;0;0;0
P182;2019-03-03;2019-03-03;Fertilisation;N;_;18;0;0;0;1;0;0;0;0
P182;2019-03-03;2019-03-03;Fertilisation;N;_;14;0;0;0;0;0;0;0;0
P182;2019-03-03;2019-03-03;Fertilisation;N;_;67;0;0;0;0;0;0;0;0
P183;2009-10-07;2010-07-20;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P183;2010-07-20;2010-07-20;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P183;2009-08-19;2009-08-19;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2009-09-09;2009-09-09;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2009-09-21;2009-09-21;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P183;2009-10-06;2009-10-06;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P183;2010-05-29;2010-05-29;Traitement;Fongicide;-;0;0;0;0;0;0;0.9;0;0
P183;2010-04-15;2010-04-15;Traitement;Herbicide;-;0;0;0;0;0;1.8;0;0;0
P183;2010-05-30;2010-05-30;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P183;2010-05-12;2010-05-12;Traitement;Fongicide;-;0;0;0;0;0;0;0.76;0;0
P183;2010-03-14;2010-03-14;Fertilisation;N;_;49;43;0;0;0;0;0;0;0
P183;2010-03-14;2010-03-14;Fertilisation;N;_;48;0;0;0;0;0;0;0;0
P183;2010-03-14;2010-03-14;Fertilisation;N;_;17;0;0;0;0;0;0;0;0
P183;2010-03-14;2010-03-14;Fertilisation;N;_;35;0;0;0;0;0;0;0;0
P183;2010-10-14;2011-06-20;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P183;2011-06-20;2011-06-20;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P183;2010-07-27;2010-07-27;Travail-sol;Broyage;_;0;0;0;0;0;0;0;0;0
P183;2010-08-20;2010-08-20;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2010-09-18;2010-09-18;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P183;2010-09-22;2010-09-22;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P183;2010-09-29;2010-09-29;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P183;2011-03-19;2011-03-19;Traitement;Herbicide;-;0;0;0;0;0;1.91666666666667;0;0;0
P183;2011-03-15;2011-03-15;Traitement;Herbicide;-;0;0;0;0;0;1.46666666666667;0;0;0
P183;2011-04-30;2011-04-30;Traitement;Fongicide;-;0;0;0;0;0;0;0.6;0;0
P183;2011-02-19;2011-02-19;Fertilisation;N;_;52;46;0;0;0;0;0;0;0
P183;2011-02-19;2011-02-19;Fertilisation;N;_;82;0;0;0;0;0;0;0;0
P183;2011-11-17;2012-07-07;Culture;Culture principale;Pois_prot,_hiver;0;0;0;0;0;0;0;0;0
P183;2012-07-07;2012-07-07;Recolte;Culture principale;Pois_prot,_hiver;0;0;0;0;0;0;0;0;0
P183;2011-07-01;2011-07-01;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2011-08-01;2011-08-01;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2011-08-24;2011-08-24;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2011-09-03;2011-09-03;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P183;2011-09-20;2011-09-20;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P183;2011-09-27;2011-09-27;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P183;2012-05-11;2012-05-11;Traitement;Fongicide;-;0;0;0;0;0;0;0.450333333333333;0;0
P183;2012-05-23;2012-05-23;Traitement;Fongicide;-;0;0;0;0;0;0;0.450333333333333;0;0
P183;2011-10-30;2011-10-30;Traitement;Herbicide;-;0;0;0;0;0;2.07066666666667;0;0;0
P183;2011-11-22;2011-11-22;Traitement;Herbicide;-;0;0;0;0;0;0.666666666666667;0;0;0
P183;2012-01-17;2012-01-17;Fertilisation;P;_;0;45;45;0;0;0;0;0;0
P183;2012-08-29;2013-07-27;Culture;Culture principale;Colza;0;0;0;0;0;0;0;0;0
P183;2013-07-27;2013-07-27;Recolte;Culture principale;Colza;0;0;0;0;0;0;0;0;0
P183;2012-07-27;2012-07-27;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2012-07-30;2012-07-30;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2012-08-08;2012-08-10;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P183;2012-08-09;2012-08-10;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P183;2012-08-20;2012-08-20;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P183;2012-08-21;2012-08-21;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P183;2012-08-31;2012-09-01;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P183;2013-04-06;2013-04-06;Traitement;Fongicide;-;0;0;0;0;0;0;2.2;0;0
P183;2012-10-20;2012-10-20;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;2.055
P183;2013-05-08;2013-05-08;Traitement;Fongicide;-;0;0;0;0;0;0;4.56342857142857;0;0
P183;2012-09-02;2012-09-02;Traitement;Herbicide;-;0;0;0;0;0;0.90425;0;0;0
P183;2012-10-02;2012-10-02;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P183;2013-02-14;2013-02-14;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P183;2013-02-14;2013-02-14;Fertilisation;P;_;0;45;0;0;0;0;0;0;0
P183;2013-02-14;2013-02-14;Fertilisation;S;_;0;0;0;0;50;0;0;0;0
P183;2013-10-19;2014-06-27;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P183;2014-06-27;2014-06-27;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P183;2013-08-10;2013-08-16;Travail-sol;Broyage;_;0;0;0;0;0;0;0;0;0
P183;2013-08-20;2013-08-23;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2013-09-02;2013-09-02;Travail-sol;Decompactage;_;0;0;0;0;0;0;0;0;0
P183;2013-09-24;2013-09-29;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P183;2013-10-18;2013-10-18;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P183;2014-03-11;2014-03-11;Traitement;Herbicide;-;0;0;0;0;0;3.68931818181818;0;0;0
P183;2014-03-28;2014-03-28;Traitement;Fongicide;-;0;0;0;0;0;0;0.5;0;0
P183;2014-04-23;2014-04-24;Traitement;Fongicide;-;0;0;0;0;0;0;6.044;0;0
P183;2014-03-06;2014-03-06;Fertilisation;N;_;26;62;0;28;57;0;0;0;0
P183;2014-03-06;2014-03-06;Fertilisation;N;_;24;0;0;0;0;0;0;0;0
P183;2014-03-06;2014-03-06;Fertilisation;N;_;0;0;0;0;0;0;0;0;0
P183;2014-03-06;2014-03-06;Fertilisation;N;_;50;0;0;0;0;0;0;0;0
P183;2014-10-29;2015-07-15;Culture;Culture principale;Pois_prot,_hiver;0;0;0;0;0;0;0;0;0
P183;2015-07-15;2015-07-15;Recolte;Culture principale;Pois_prot,_hiver;0;0;0;0;0;0;0;0;0
P183;2014-09-05;2014-09-09;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P183;2014-09-10;2014-09-27;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P183;2014-09-29;2014-09-29;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P183;2014-10-28;2014-10-28;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P183;2014-10-30;2014-10-30;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P183;2015-05-05;2015-05-05;Traitement;Fongicide;-;0;0;0;0;0;0;1.02725;0;0
P183;2014-10-30;2014-10-30;Traitement;Herbicide;-;0;0;0;0;0;0.734222222222222;0;0;0
P183;2015-09-30;2016-07-19;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P183;2016-07-19;2016-07-19;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P183;2016-03-17;2016-03-17;Traitement;Herbicide;-;0;0;0;0;0;1.37390909090909;0;0;0
P183;2015-10-03;2015-10-03;Traitement;Herbicide;-;0;0;0;0;0;1.53166666666667;0;0;0
P183;2015-11-19;2015-11-19;Traitement;Herbicide;-;0;0;0;0;0;0.83148;0;0;0
P183;2016-04-21;2016-04-21;Traitement;Fongicide;-;0;0;0;0;0;0;3.28322807017544;0;0
P183;2016-06-06;2016-06-06;Traitement;Fongicide;-;0;0;0;0;0;0;4.478;0;0
P183;2016-05-10;2016-05-10;Traitement;Fongicide;-;0;0;0;0;0;0;2.2258;0;0
P183;2015-09-21;2015-09-21;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.702;0
P183;2015-09-30;2015-09-30;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.555714285714286;0
P183;2016-04-29;2016-05-02;Fertilisation;N;_;48;0;0;0;0;0;0;0;0
P183;2016-04-29;2016-05-02;Fertilisation;N;_;49;0;0;0;0;0;0;0;0
P183;2016-04-29;2016-05-02;Fertilisation;N;_;62;0;0;0;0;0;0;0;0
P183;2016-04-29;2016-05-02;Fertilisation;N;_;27;0;0;0;0;0;0;0;0
P183;2016-04-29;2016-05-02;Fertilisation;MG;_;0;0;0;26;52;0;0;0;0
P183;2016-08-13;2017-07-05;Culture;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P183;2017-07-05;2017-07-05;Recolte;Culture principale;Colza_hiver;0;0;0;0;0;0;0;0;0
P183;2016-08-16;2016-08-16;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P183;2016-08-16;2016-08-16;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.659857142857143;0
P183;2016-08-26;2016-08-26;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.824857142857143;0
P183;2016-08-11;2016-08-11;Traitement;Herbicide;-;0;0;0;0;0;1.22683333333333;0;0;0
P183;2016-12-16;2016-12-16;Traitement;Herbicide;-;0;0;0;0;0;0.77;0;0;0
P183;2017-03-15;2017-03-15;Traitement;Herbicide;-;0;0;0;0;0;4.72486666666667;0;0;0
P183;2017-04-09;2017-04-09;Traitement;Fongicide;-;0;0;0;0;0;0;1.387;0;0
P183;2016-10-08;2016-10-08;Traitement;Herbicide;-;0;0;0;0;0;1.89066666666667;0;0;0
P183;2016-09-05;2016-09-05;Traitement;Herbicide;-;0;0;0;0;0;1.256;0;0;0
P183;2016-08-12;2016-08-12;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.481166666666667;0
P183;2016-09-24;2016-09-24;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.481166666666667;0
P183;2017-02-02;2017-02-02;Fertilisation;N;_;2;0;0;0;0;0;0;0;0
P183;2017-02-02;2017-02-02;Fertilisation;N;_;104;0;0;0;0;0;0;0;0
P183;2017-02-02;2017-02-02;Fertilisation;N;_;18;0;0;0;0;0;0;0;0
P183;2017-02-02;2017-02-02;Fertilisation;N;_;53;0;0;0;0;0;0;0;0
P183;2017-02-02;2017-02-02;Fertilisation;N;_;35;0;0;0;0;0;0;0;0
P183;2017-10-04;2018-07-06;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P183;2018-07-06;2018-07-06;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P183;2017-08-09;2017-08-11;Travail-sol;Broyage;_;0;0;0;0;0;0;0;0;0
P183;2017-10-10;2017-10-10;Traitement;Antilimace;-;0;0;0;0;0;0;0;0.697571428571429;0
P183;2018-05-09;2018-05-09;Traitement;Fongicide;-;0;0;0;0;0;0;3.5168;0;0
P183;2017-10-17;2017-10-17;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1.115
P183;2017-10-09;2017-10-09;Traitement;Herbicide;-;0;0;0;0;0;0.5;0;0;0
P183;2018-03-24;2018-03-24;Traitement;Herbicide;-;0;0;0;0;0;2.39175757575758;0;0;0
P183;2017-11-16;2017-11-16;Traitement;Herbicide;-;0;0;0;0;0;0.22;0;0;0
P183;2017-07-26;2017-07-26;Traitement;Herbicide;-;0;0;0;0;0;0.310666666666667;0;0;0
P183;2017-10-02;2017-10-02;Traitement;Herbicide;-;0;0;0;0;0;0.350222222222222;0;0;0
P183;2018-02-28;2018-02-28;Fertilisation;N;_;2;0;0;0;1;0;0;0;0
P183;2018-02-28;2018-02-28;Fertilisation;N;_;14;0;0;0;0;0;0;0;0
P183;2018-02-28;2018-02-28;Fertilisation;N;_;81;0;0;0;0;0;0;0;0
P183;2018-02-28;2018-02-28;Fertilisation;P;_;0;29;29;0;0;0;0;0;0
P183;2018-02-28;2018-02-28;Fertilisation;MG;_;0;0;0;1;0;0;0;0;0
P183;2018-10-15;2019-06-27;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P183;2019-06-27;2019-06-27;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P183;2018-10-19;2018-10-19;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P183;2019-04-21;2019-04-21;Traitement;Fongicide;-;0;0;0;0;0;0;4.104;0;0
P183;2018-08-16;2018-08-16;Traitement;Herbicide;-;0;0;0;0;0;1.48368253968254;0;0;0
P183;2018-11-16;2018-11-16;Traitement;Herbicide;-;0;0;0;0;0;1.73416666666667;0;0;0
P183;2018-10-05;2018-10-05;Traitement;Herbicide;-;0;0;0;0;0;0.563111111111111;0;0;0
P183;2019-03-03;2019-03-03;Fertilisation;N;_;44;45;0;0;0;0;0;0;0
P183;2019-03-03;2019-03-03;Fertilisation;N;_;18;0;0;0;1;0;0;0;0
P183;2019-03-03;2019-03-03;Fertilisation;N;_;14;0;0;0;0;0;0;0;0
P183;2019-03-03;2019-03-03;Fertilisation;N;_;67;0;0;0;0;0;0;0;0
P184;2009-10-20;2010-08-01;Culture;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P184;2010-08-01;2010-08-01;Recolte;Culture principale;Ble_tendre_hiver;0;0;0;0;0;0;0;0;0
P184;2009-08-19;2009-08-19;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P184;2009-09-12;2009-09-12;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P184;2009-09-23;2009-09-23;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P184;2009-10-04;2009-10-04;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P184;2009-10-19;2009-10-19;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P184;2009-10-20;2009-10-20;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P184;2010-06-01;2010-06-01;Traitement;Fongicide;-;0;0;0;0;0;0;0.9;0;0
P184;2010-04-06;2010-04-06;Traitement;Herbicide;-;0;0;0;0;0;2;0;0;0
P184;2010-05-10;2010-05-10;Traitement;Fongicide;-;0;0;0;0;0;0;0.76;0;0
P184;2010-05-28;2010-05-28;Traitement;Insecticide;-;0;0;0;0;0;0;0;0;1
P184;2010-03-14;2010-03-14;Fertilisation;N;_;49;43;0;0;0;0;0;0;0
P184;2010-03-14;2010-03-14;Fertilisation;N;_;49;0;0;0;0;0;0;0;0
P184;2010-03-14;2010-03-14;Fertilisation;N;_;23;0;0;0;0;0;0;0;0
P184;2010-10-15;2011-06-21;Culture;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P184;2011-06-21;2011-06-21;Recolte;Culture principale;Orge_hiver;0;0;0;0;0;0;0;0;0
P184;2010-09-20;2010-09-20;Travail-sol;Broyage;_;0;0;0;0;0;0;0;0;0
P184;2010-09-23;2010-09-23;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P184;2010-10-13;2010-10-13;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P184;2010-10-14;2010-10-14;Travail-sol;Roulage;_;0;0;0;0;0;0;0;0;0
P184;2011-03-19;2011-03-19;Traitement;Herbicide;-;0;0;0;0;0;1.91666666666667;0;0;0
P184;2011-03-15;2011-03-15;Traitement;Herbicide;-;0;0;0;0;0;1.46666666666667;0;0;0
P184;2011-04-08;2011-04-08;Traitement;Fongicide;-;0;0;0;0;0;0;1;0;0
P184;2011-04-23;2011-04-23;Traitement;Fongicide;-;0;0;0;0;0;0;0.6;0;0
P184;2010-09-06;2010-09-06;Traitement;Herbicide;-;0;0;0;0;0;1.66666666666667;0;0;0
P184;2011-02-19;2011-02-19;Fertilisation;N;_;52;46;0;0;0;0;0;0;0
P184;2011-02-19;2011-02-19;Fertilisation;N;_;39;0;0;0;0;0;0;0;0
P184;2012-05-15;2012-10-06;Culture;Culture principale;Soja;0;0;0;0;0;0;0;0;0
P184;2012-10-06;2012-10-06;Recolte;Culture principale;Soja;0;0;0;0;0;0;0;0;0
P184;2011-07-01;2011-07-01;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P184;2011-08-02;2011-08-03;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P184;2011-08-09;2011-08-10;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P184;2011-10-21;2011-10-21;Travail-sol;Broyage;_;0;0;0;0;0;0;0;0;0
P184;2012-03-01;2012-03-01;Travail-sol;Dechaumage;_;0;0;0;0;0;0;0;0;0
P184;2012-03-27;2012-03-30;Travail-sol;Reprise_de_sol;_;0;0;0;0;0;0;0;0;0
P184;2012-05-01;2012-05-01;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P184;2012-05-14;2012-05-14;Travail-sol;Prep_Semis;_;0;0;0;0;0;0;0;0;0
P184;2012-06-07;2012-06-07;Traitement;Herbicide;-;0;0;0;0;0;1.5345;0;0;0
